name,website,reason
Techstars Energy Accelerator in Partnership with Equinor,https://f3nice.com/,WRONG WEBSITE
GovTech GmbH,https://www.roadia.com/,WRONG WEBSITE
Collective Spark,https://www.yolda.com,WRONG WEBSITE
Gulf Oil International Group,http://www.indra.co.uk/,WRONG WEBSITE
Kering,http://vestiairecollective.com,WRONG WEBSITE
Maximilian Bittner,http://vestiairecollective.com,WRONG WEBSITE
Vitruvian Partners,http://vestiairecollective.com,WRONG WEBSITE
Condé Nast,http://vestiairecollective.com,WRONG WEBSITE
CVC Capital Partners,http://www.ecovadis.com,WRONG WEBSITE
Future Ventures,https://www.woola.io/,WRONG WEBSITE
Ragnar Sass,https://www.woola.io/,WRONG WEBSITE
Gebert Ruf Foundation,https://grstiftung.ch/,WRONG WEBSITE
Yukos International,http://www.intelligent-energy.com,WRONG WEBSITE
Simon Josefsson,https://www.caretotranslate.com/,WRONG WEBSITE
Bynd Venture Capital,https://www.esolidar.com,WRONG WEBSITE
Horizon Flevoland,https://www.Odd.Bot,WRONG WEBSITE
Rose Park Advisors,http://www.bioliteenergy.com,WRONG WEBSITE
Fund of Funds in Bulgaria,https://www.fmfib.bg/en,WRONG WEBSITE
The Yield Lab Europe,https://carbonspace.tech,WRONG WEBSITE
HW Capital,https://www.banovo.de/,WRONG WEBSITE
Carolina Sachs,https://www.nutrient.se/,WRONG WEBSITE
New Jersey Economic Development Authority,http://www.terracycle.com/en-US/,WRONG WEBSITE
Astutia Ventures,https://buildingradar.com/,WRONG WEBSITE
42CAP,https://e-bot7.com,WRONG WEBSITE
main incubator,https://e-bot7.com,WRONG WEBSITE
Futury Capital,http://demecan.de/,WRONG WEBSITE
European Social Fund (ESF),https://ecomio.com/,WRONG WEBSITE
Roman Kirsch,http://www.amorelie.de,WRONG WEBSITE
Korber AG,http://bigrep.com/,WRONG WEBSITE
Koehler Paper Group,http://bigrep.com/,WRONG WEBSITE
Johannes von Borries,http://bigrep.com/,WRONG WEBSITE
Universidade de Coimbra,https://www.uc.pt/en,WRONG WEBSITE
Technical University of Munich,https://tum.de/,WRONG WEBSITE
Engie Factory,https://www.inti-tech.com/,WRONG WEBSITE
Mountain Partners,https://www.highperformancebattery.ch/,WRONG WEBSITE
Saarbruecker 21,https://www.laserhub.com/,WRONG WEBSITE
National Institute on Aging,http://www.peoplepowerco.com,WRONG WEBSITE
Qumra Capital,http://www.aquant.io,WRONG WEBSITE
Angular Ventures,http://www.aquant.io,WRONG WEBSITE
Adenium Energy Capital,http://www.americansolardirect.com/,WRONG WEBSITE
Investcorp,http://www.empowerlabs.ooo,WRONG WEBSITE
Jumpstart Foundry,https://Recoupfitness.com,WRONG WEBSITE
Ariel Luedi,http://squirro.com,WRONG WEBSITE
Formula VC,http://squirro.com,WRONG WEBSITE
Alex Ott,http://squirro.com,WRONG WEBSITE
Aurora Cannabis,https://tgod.ca/,WRONG WEBSITE
Ariel Poler,https://www.bios.health/,WRONG WEBSITE
California Institute for Regenerative Medicine,http://www.bluebirdbio.com,WRONG WEBSITE
Sanofi Ventures,http://www.bluebirdbio.com,WRONG WEBSITE
Third Rock Ventures,http://www.bluebirdbio.com,WRONG WEBSITE
Techno Venture Management,http://www.bluebirdbio.com,WRONG WEBSITE
Acadia Woods Partners,http://www.bloosolar.com/,WRONG WEBSITE
Paxton Corporation,http://www.cleanenergysystems.com,WRONG WEBSITE
Quadrise Canada Corporation,http://www.cleanenergysystems.com,WRONG WEBSITE
Madryn Asset Management,http://www.bigfootbiomedical.com,WRONG WEBSITE
Janus Capital Group,http://www.bigfootbiomedical.com,WRONG WEBSITE
Quadrant Capital Advisors,http://www.bigfootbiomedical.com,WRONG WEBSITE
Bryan Mazlish,http://www.bigfootbiomedical.com,WRONG WEBSITE
Jeffrey Brewer,http://www.bigfootbiomedical.com,WRONG WEBSITE
21Ventures,http://www.lightwavepower.com,WRONG WEBSITE
Innovation Capital,https://www.geospock.com/en/,WRONG WEBSITE
Jonathan Milner,https://www.geospock.com/en/,WRONG WEBSITE
Greenoaks,https://casavo.com,WRONG WEBSITE
BTG Pactual,https://www.canadiansolar.com,WRONG WEBSITE
Banco do Nordeste do Brasil,https://www.canadiansolar.com,WRONG WEBSITE
BayernLB Capital Partner,https://www.canadiansolar.com,WRONG WEBSITE
Sumitomo Mitsui Financial Group,https://www.canadiansolar.com,WRONG WEBSITE
Fred Wilson,https://www.blueprintpower.com,WRONG WEBSITE
"UK Department for Business, Energy, and Industrial Strategy",http://www.highview-power.com,WRONG WEBSITE
ACRE,http://www.highview-power.com,WRONG WEBSITE
Hutchison Water,https://www.aqs-systems.com/,WRONG WEBSITE
University of Lausanne,https://www.unil.ch/central/en/home.html,WRONG WEBSITE
Convexa Capital Ventures,http://www.confluencesolar.com,WRONG WEBSITE
The Swedish Exhibition & Congress Centre,https://en.svenskamassan.se/,WRONG WEBSITE
Northeastern University,https://n-powered.com,WRONG WEBSITE
Austin Ventures,http://www.omniwatersolutions.com,WRONG WEBSITE
Australian Ethical Investment,https://seabinproject.com/,WRONG WEBSITE
Outlier Ventures,https://oceanprotocol.com/,WRONG WEBSITE
Aescap Venture,http://www.aquapharm.co.uk,WRONG WEBSITE
Sopra Steria,http://www.sentryo.net,WRONG WEBSITE
Isadora Quiroga,http://www.solaria.com,WRONG WEBSITE
Structural Capital,http://www.solaria.com,WRONG WEBSITE
NGEN Partners,http://www.solaria.com,WRONG WEBSITE
WOW Aceleradora,http://www.agriconnected.com,WRONG WEBSITE
Vodafone Power Lab,https://www.bgi.pt/allprograms/Vodafone-Power-Lab-,WRONG WEBSITE
ArrowMark Partners,https://precisionbiosciences.com/,WRONG WEBSITE
venBio Partners,https://precisionbiosciences.com/,WRONG WEBSITE
Lune Rouge Innovation,http://www.agrisoma.com,WRONG WEBSITE
Perceptive Advisors,http://www.betabionics.com,WRONG WEBSITE
Soleus Capital,http://www.betabionics.com,WRONG WEBSITE
Eventide Asset Management,http://www.betabionics.com,WRONG WEBSITE
National Institute of Diabetes and Digestive and Kidney Diseases,http://www.betabionics.com,WRONG WEBSITE
Eli Lilly,http://www.betabionics.com,WRONG WEBSITE
Novo Nordisk,http://www.betabionics.com,WRONG WEBSITE
Safeguard Scientifics,http://infobionic.com,WRONG WEBSITE
Perceptive Advisors,http://www.landosbiopharma.com/,WRONG WEBSITE
RTW Investments LLC,http://www.landosbiopharma.com/,WRONG WEBSITE
Dynamk Capital,http://roosterbio.com,WRONG WEBSITE
Maryland Stem Cell Research Fund (MSCRF),http://roosterbio.com,WRONG WEBSITE
RMI Partners,http://www.clearsidebio.com,WRONG WEBSITE
Santen Pharmaceutical,http://www.clearsidebio.com,WRONG WEBSITE
Hatteras Venture Partners,http://www.clearsidebio.com,WRONG WEBSITE
Zhongding Power,http://www.ecomotors.com,WRONG WEBSITE
Haddington Ventures,http://www.endicottbiofuels.com/,WRONG WEBSITE
Asabys Partners,http://anaconda.bio,WRONG WEBSITE
Innogest Capital,http://anaconda.bio,WRONG WEBSITE
Omega Funds,http://anaconda.bio,WRONG WEBSITE
Ysios Capital,http://anaconda.bio,WRONG WEBSITE
Osmington,http://www.farmersedge.ca/,WRONG WEBSITE
Matador Capital Partners,http://www.geostellar.com,WRONG WEBSITE
GSMA Ecosystem Accelerator,https://www.farmcrowdy.com/,WRONG WEBSITE
MMG Consumer Brands,https://powerfulnutrition.com/,WRONG WEBSITE
River Hollow Partners,https://powerfulnutrition.com/,WRONG WEBSITE
Pfizer Breakthrough Growth Initiative,http://www.vedantabio.com,WRONG WEBSITE
Crohn's & Colitis Foundation of America,http://www.vedantabio.com,WRONG WEBSITE
ZenStone Venture Capital,https://www.decormatters.com,WRONG WEBSITE
Kosgeb,http://genzbio.com/,WRONG WEBSITE
Bogaziçi Ventures,http://genzbio.com/,WRONG WEBSITE
Mohr Davidow Ventures,http://www.laurusenergy.com,WRONG WEBSITE
Opes Impact Fund,http://widenergyafrica.com/,WRONG WEBSITE
The GSMA Innovation Fund,http://widenergyafrica.com/,WRONG WEBSITE
GreenTec Capital Partners,http://widenergyafrica.com/,WRONG WEBSITE
BP,http://www.greenmountainenergy.com,WRONG WEBSITE
Clean Pacific Ventures,http://www.lumigrow.com,WRONG WEBSITE
Bain Capital Tech Opportunities,http://www.biocatch.com,WRONG WEBSITE
Joule Ventures,http://www.biocatch.com,WRONG WEBSITE
I2BF Global Ventures,https://12bf.com/,WRONG WEBSITE
"Innovation, Science and Economic Development Canada",https://ic.gc.ca/,WRONG WEBSITE
Vienna Business Agency,http://www.wirtschaftsagentur.at/,WRONG WEBSITE
Swiss Future Prize,https://klimatag.ch/zukunftspreis/,WRONG WEBSITE
IIX Impact Partners,https://www.me-solshare.com/,WRONG WEBSITE
innogy New Ventures LLC,https://www.me-solshare.com/,WRONG WEBSITE
"MacKinnon, Bennett & Company",http://www.opusonesolutions.com/,WRONG WEBSITE
Think.Health,https://preomics.com/,WRONG WEBSITE
Swiss Federal office of Energy,http://www.solvewithvia.com,WRONG WEBSITE
Startup Canada,http://www.solvewithvia.com,WRONG WEBSITE
Independent Electricity System Operator,http://www.peakpowerenergy.com,WRONG WEBSITE
Gilbarco Veeder Root,http://driivz.com,WRONG WEBSITE
New Brunswick Innovation Foundation,https://www.simptekinc.com/,WRONG WEBSITE
Bossa Nova Investimentos,http://mileniobus.com.br/,WRONG WEBSITE
Density Ventures,http://www.gbatteries.com,WRONG WEBSITE
F-LOG Ventures,http://www.talpasolutions.com,WRONG WEBSITE
Taiwania Capital,https://www.ubiik.com,WRONG WEBSITE
1Crowd,https://www.tessol.in/,WRONG WEBSITE
Infuse Ventures,https://www.tessol.in/,WRONG WEBSITE
SPace Research and Innovation Network for Technology,https://sprint.ac.uk/,WRONG WEBSITE
Experienced Capital,https://www.excp.com/,WRONG WEBSITE
ECONA AG,https://www.petsdeli.de,WRONG WEBSITE
Explore. Dream. Discover.,http://www.raycatch.com,WRONG WEBSITE
Growth Capital Partners,https://www.thefirstmile.co.uk,WRONG WEBSITE
Prudence Holdings,http://www.evernest.com,WRONG WEBSITE
HCS Beteiligungsgesellschaft,https://www.blueid.net,WRONG WEBSITE
ARCH Emerging Markets Partners,https://thesunexchange.com/,WRONG WEBSITE
Alphabit Fund,https://thesunexchange.com/,WRONG WEBSITE
University of Strathclyde,https://strath.ac.uk/,WRONG WEBSITE
Mittelständische Beteiligungsgesellschaft Mecklenburg-Vorpommern,https://duschkraft.de/,WRONG WEBSITE
Technologiefonds OWL,https://www.betriebsmittelhelden.de,WRONG WEBSITE
Angel Investor,https://www.soltell.com,WRONG WEBSITE
Business Angels Club Berlin-Brandenburg,http://www.bacb.de/,WRONG WEBSITE
LDN_LAB from Facebook,https://ldnlab.splashthat.com/,WRONG WEBSITE
Ålandsbanken,https://alandsbanken.fi/,WRONG WEBSITE
Crédit Coopératif,https://www.credit-cooperatif.coop/,WRONG WEBSITE
Ignition Capital,http://www.igncap.wordpress.com/,WRONG WEBSITE
Tet Ventures,https://trip.me/,WRONG WEBSITE
Hamburg Investment and Development Bank,https://ifbhh.de/,WRONG WEBSITE
50years,http://fiftyyears.com/,WRONG WEBSITE
Philipp Klockner,https://www.linkedin.com/in/kloeckner,WRONG WEBSITE
Phoenix Insurance Company,https://fnx.co.il/,WRONG WEBSITE
Evolution Placements,http://www.intelligent-energy.com,WRONG WEBSITE
Federal Ministry for Economic Cooperation and Development,http://www.bmz.de/de/index.html,WRONG WEBSITE
Rhone-Alpes Creation,https://r-a-c.fr/,WRONG WEBSITE
Ukrainian Foundation of Startups,https://usf.com.ua/,WRONG WEBSITE
Fraunhofer Venture,https://www.volterion.com,WRONG WEBSITE
SeedCapital Dortmund,https://www.volterion.com,WRONG WEBSITE
Techstars Energy Accelerator in Partnership with Statoil,https://fuelsave.de,WRONG WEBSITE
DON Ventures,https://greencitysolutions.de/,WRONG WEBSITE
Cycle Group,http://www.nuventura.com,WRONG WEBSITE
European Union,https://insolight.ch/,WRONG WEBSITE
Techstars Energy Accelerator in Partnership with Statoil,https://ratedpower.com/,WRONG WEBSITE
Deepak Shahdadpuri,https://www.mylittlepiccolo.com,WRONG WEBSITE
YYX Capital,http://mahabis.com,WRONG WEBSITE
Underdog Labs,https://www.flowaste.com/,WRONG WEBSITE
Valentin de Torres-Solanot del Pino,https://www.gazellewindpower.com/,WRONG WEBSITE
Talcar Corp.,https://gotoglobal.com,WRONG WEBSITE
Shell Oil Company,https://www.lanzajet.com/,WRONG WEBSITE
Yard Energy Group,https://leap24.eu/,WRONG WEBSITE
Flashpoint,https://www.ogoship.com,WRONG WEBSITE
Flash Ventures,https://fl4sh.vc/,WRONG WEBSITE
Insight Investment,https://www.thincats.com,WRONG WEBSITE
Minerva Business Angel Network,https://www.thincats.com,WRONG WEBSITE
Charlotte Street Capital,https://treepoints.green/,WRONG WEBSITE
Mastercard Start Path,http://www.ridango.com/,WRONG WEBSITE
Hillhouse Capital Group,https://www.vanmoof.com,WRONG WEBSITE
Yolo Investments,https://eagronom.com,WRONG WEBSITE
ZGI Capital,https://eagronom.com,WRONG WEBSITE
Lacerta Partners,http://exergyn.com,WRONG WEBSITE
SE Ventures,http://www.natelenergy.com/,WRONG WEBSITE
Nabors Drilling,https://www.quaise.energy,WRONG WEBSITE
Algorand Europe Accelerator,https://climatetrade.com,WRONG WEBSITE
JH2 GmbH,https://www.kumpan-electric.com/,WRONG WEBSITE
4L Vison AG,https://www.kumpan-electric.com/,WRONG WEBSITE
ISB Investitions- und Strukturbank Rheinland-Pfalz,https://www.kumpan-electric.com/,WRONG WEBSITE
ABACON CAPITAL,https://www.wirelane.com,WRONG WEBSITE
JERA Americas,https://www.hydrogenious.net/,WRONG WEBSITE
InnoWerft,https://brc-solar.de,WRONG WEBSITE
Instituto para la Diversificacion y Ahorro de la Energia,https://idae.es/,WRONG WEBSITE
Woowa Bros,https://shiokmeats.com,WRONG WEBSITE
Enterprise Singapore,https://shiokmeats.com,WRONG WEBSITE
Desafia,https://www.wallbox.com/,WRONG WEBSITE
The Production Board (TPB),https://www.stenon.io,WRONG WEBSITE
Reliance New Energy Solar,http://www.nexwafe.com/,WRONG WEBSITE
Colony Capital,https://clny.com/,WRONG WEBSITE
Schweizer Kapital Global Impact Fund AG,https://www.green-y.ch,WRONG WEBSITE
Massachusetts Institute of Technology,https://web.mit.edu/,WRONG WEBSITE
Paz Oil Company,http://www.gencellenergy.com/en/,WRONG WEBSITE
Willendorff Technologies,http://realcube.com/,WRONG WEBSITE
Infinity Equity,http://www.nstimg.com,WRONG WEBSITE
Shea Ventures,https://newsroom.sunpower.com,WRONG WEBSITE
Rho Capital Partners,https://newsroom.sunpower.com,WRONG WEBSITE
Lincoln Park Capital Fund,http://www.rmarkbio.com,WRONG WEBSITE
Caisse de Depot et Placement du Quebec,https://cdpq.com/,WRONG WEBSITE
SBI-World Bank,http://www.azurepower.com,WRONG WEBSITE
Jackson Square Ventures,https://www.hitachivantara.com,WRONG WEBSITE
Stuart Mill Venture Partners,https://marronebio.com,WRONG WEBSITE
Greenmont Capital Partners,http://www.ecoproducts.com,WRONG WEBSITE
Merck Global Health Innovation Fund,https://www.vastbiome.com,WRONG WEBSITE
Edap 2007,http://goinggreen.es/en/,WRONG WEBSITE
Millry Communications,https://greenclouddefense.com,WRONG WEBSITE
Collider,http://www.greenga.me,WRONG WEBSITE
Angeleno Group,http://www.newforests.com.au/,WRONG WEBSITE
Investitions- und Förderbank,https://natix.io/en,WRONG WEBSITE
JW Asset Management,http://www.allumia.com/,WRONG WEBSITE
Techstars & The Heritage Group Hardtech Accelerator,https://www.algaetracker.com,WRONG WEBSITE
University of St.Gallen,https://www.unisg.ch/en,WRONG WEBSITE
Grunderfonds Munsterland,https://gruenderfonds-msl.de/,WRONG WEBSITE
westphalian wilhelms university,https://www.uni-muenster.de/en/,WRONG WEBSITE
Caisse d'Epargne CEPAC,https://www.banquepopulaire.fr/bpaura/,WRONG WEBSITE
MEGA Holding,http://www.chefincamicia.com,WRONG WEBSITE
Primo Ventures,https://dishcovery.menu/,WRONG WEBSITE
Founder Institute Montreal,http://www.moduly.io,WRONG WEBSITE
Agritech Capital,https://www.ag.supply/,WRONG WEBSITE
Bonnier Ventures,https://www.fooddocs.com,WRONG WEBSITE
Imperial College London,https://www.cheesecakeenergy.com/,WRONG WEBSITE
The FSE Group,https://www.arcmarine.co.uk/,WRONG WEBSITE
Branca International,https://www.selvatiq.com/,WRONG WEBSITE
Driving The Future Of Mobility Startup,https://connect.startus.cc/magna-challenges/,WRONG WEBSITE
Fabrication Aeraulique et Acoustique,https://www.f2a.fr/en/,WRONG WEBSITE
Credit Agricole Corporate and Investment Bank, Credit Agricole Corporate and Investment Bank,WRONG WEBSITE
Lietuvos Energija,https://www.ignitisgrupe.lt/,WRONG WEBSITE
Jefferies Financial Group,https://www.investx.com,WRONG WEBSITE
Virtu Financial,https://www.investx.com,WRONG WEBSITE
Novum Capital Partners,http://www.wiseair.vision,WRONG WEBSITE
Phi Square Holdings,http://www.breezometer.com,WRONG WEBSITE
The Global Emerging Markets Group,https://www.hw.energy/,WRONG WEBSITE
GROW Agrifoodtech Accelerator,https://www.futurefields.io/,WRONG WEBSITE
3LB Seed Capital Srl,http://www.composite-research.com/,WRONG WEBSITE
SSE Business Lab,http://www.hhs.se/,WRONG WEBSITE
Offshore technology conference Awards,https://2022.otcnet.org/welcome,WRONG WEBSITE
Bristol Private Equity Club,https://www.kelpi.net,WRONG WEBSITE
Institut Catala de Finances,https://icf.cat/,WRONG WEBSITE
Endeavor Indonesia,https://jala.tech/en,WRONG WEBSITE
Opportunity Partners,https://nl.go-sharing.com,WRONG WEBSITE
Shell Energy North America,https://www.bluedotphotonics.com,WRONG WEBSITE
Ghent University,https://www.ugent.be/en,WRONG WEBSITE
NSF Small Business Innovation Research / Small Business Technology Transfer (SBIR/STTR),http://www.skyven.co,WRONG WEBSITE
2048 Ventures,http://www.h2okinnovations.com,WRONG WEBSITE
Energie Baden-Wuerttemberg,https://enbw.com/,WRONG WEBSITE
UNITED STATES SECURITIES AND EXCHANGE COMMISSION,https://www.sec.gov/,WRONG WEBSITE
Carbon Transition,https://www.carbn.no/,WRONG WEBSITE
Cradle to Cradle Innovation,https://www.c2ccertified.org/,WRONG WEBSITE
Postcode Lottery Challenges,https://www.greenchallenge.info/,WRONG WEBSITE
OneVentures Pty Ltd,https://one-ventures.com.au/,WRONG WEBSITE
Investisseurs privés,http://lancey.fr,WRONG WEBSITE
French IoT,http://lancey.fr,WRONG WEBSITE
Shibumi International,http://www.sustonable.com/,WRONG WEBSITE
Jeffrey Chizmas,http://crowdcomfort.com,WRONG WEBSITE
Venture to Future Fund,https://vff.sk/,WRONG WEBSITE
Alter State,https://knowyourfood.tech,WRONG WEBSITE
Eyrir Venture Management,https://saganatura.is/,WRONG WEBSITE
Launchpad Digital Health,https://launchpdh.com/,WRONG WEBSITE
United Therapeutics Corporation,https://www.unither.com/,WRONG WEBSITE
Cambridge Judge Business School,https://www.jbs.cam.ac.uk/,WRONG WEBSITE
TVM Capital Life Science,http://www.accessvascularinc.com,WRONG WEBSITE
Indian Institute of Technology Madras Alumni Association,https://iitmaa.org/,WRONG WEBSITE
Prosus & Naspers,http://farmlogs.com,WRONG WEBSITE
Municipal Employee Retirement System,http://calysta.com/,WRONG WEBSITE
Walden Riverwood Ventures,http://calysta.com/,WRONG WEBSITE
Bellingham Angel Investors,https://membrion.com/,WRONG WEBSITE
Closed Loop Fund,http://www.eurekarecycling.org,WRONG WEBSITE
Taver Capital Partners,https://ifarm.fi/,WRONG WEBSITE
Genesis Ventures,https://www.instacrops.com,WRONG WEBSITE
Max Altman,http://www.lvl5.ai,WRONG WEBSITE
Kakao Ventures,https://marsauto.io/,WRONG WEBSITE
Casdin Capital,https://www.multiplylabs.com/,WRONG WEBSITE
PayPal Ventures,https://www.cloudiq.com,WRONG WEBSITE
Boston Harbor Angels,https://www.detrapel.com/,WRONG WEBSITE
Irving Investors,http://www.thredup.com,WRONG WEBSITE
Cemag Invest,http://www.diabeloop.fr,WRONG WEBSITE
QIC,https://generatecapital.com/,WRONG WEBSITE
CCM Energy,https://generatecapital.com/,WRONG WEBSITE
GRC SinoGreen Fund,http://www.carbonlighthouse.com/,WRONG WEBSITE
Kayne Partners,http://drivewyze.com/,WRONG WEBSITE
"Techstars Sustainability, in partnership with The Nature Conservancy",https://www.aqulytics.com,WRONG WEBSITE
BioSTL,https://covercress.com,WRONG WEBSITE
The Chernin Group,https://www.betterplaceforests.com,WRONG WEBSITE
March Capital,http://www.descarteslabs.com/,WRONG WEBSITE
Group 42,http://www.beyond.ai/,WRONG WEBSITE
Imperious Group VC,https://delfastbikes.com,WRONG WEBSITE
Vale,https://bostonmetal.com/,WRONG WEBSITE
S28 Capital,https://www.aurorasolar.com,WRONG WEBSITE
Secocha Ventures,http://www.clare.com,WRONG WEBSITE
Idea Fund of La Crosse,http://www.agrograph.com,WRONG WEBSITE
Basin Holdings,http://www.carggo.com/,WRONG WEBSITE
Felix Lyubashevsky,http://www.carggo.com/,WRONG WEBSITE
Spring Lane Capital,https://ariescleantech.com,WRONG WEBSITE
Bank Of Canada,http://www.clearbluetechnologies.com/,WRONG WEBSITE
Flow Capital,http://www.clearbluetechnologies.com/,WRONG WEBSITE
Ontario Centres of Excellence,https://www.oc-innovation.ca/,WRONG WEBSITE
Boulder Ventures,http://www.blackbearenergy.com/,WRONG WEBSITE
Square 1 Bank,https://www.pacwest.com/,WRONG WEBSITE
Stonepeak Infrastructure Partners,http://discoverymidstream.com,WRONG WEBSITE
PS27 Ventures,https://www.mybluewave.com,WRONG WEBSITE
EnCap Investments,http://ameredev.com/,WRONG WEBSITE
Catalyst Investors,http://brightfarms.com,WRONG WEBSITE
Trinity Private Equity Group,http://www.brightergy.com,WRONG WEBSITE
Tailwater Capital,http://connectmidstream.com/,WRONG WEBSITE
Hegemon Group International,http://conamix.com/,WRONG WEBSITE
ACON Investment,http://www.citlaenergy.com/,WRONG WEBSITE
IFC Asset Management Company,http://www.citlaenergy.com/,WRONG WEBSITE
EIV Capital,http://www.camintegrated.com/,WRONG WEBSITE
Technology Venture Partners US,https://ampion.net,WRONG WEBSITE
Blackstone Credit,https://www.clear-gen.com/,WRONG WEBSITE
Kresge Foundation,http://www.ctgreenbank.com/,WRONG WEBSITE
MVC Capital,http://biogenicreagents.com,WRONG WEBSITE
Bild Alternative Investments Corporation,http://artemisag.com/,WRONG WEBSITE
DENSO Ventures,http://www.activescaler.com/,WRONG WEBSITE
Genome British Columbia,http://www.acuvatech.com/?v=c86ee0d9d7ed,WRONG WEBSITE
Western Innovation (WINN) Initiative,https://wd-deo.gc.ca/,WRONG WEBSITE
Bushwood Capital VII,https://www.4earthapp.com/,WRONG WEBSITE
KEEN Growth Capital,https://becauseanimals.com/,WRONG WEBSITE
Greenbacker Group,https://www.deloreanpower.com/,WRONG WEBSITE
SK Gas,https://www.czero.energy/,WRONG WEBSITE
Conconi Growth Partners,https://eatalphafoods.com,WRONG WEBSITE
The Tech Garden,https://3dusher.com/,WRONG WEBSITE
Massachusetts Life Sciences Center,http://www.99degreescustom.com,WRONG WEBSITE
Lee Linden,https://www.airhouse.io/,WRONG WEBSITE
9411 Associates,http://www.acculitx.com/,WRONG WEBSITE
Arman Motiwalla,http://www.adm-labs.com,WRONG WEBSITE
Edo Capital,https://www.alveole.buzz/,WRONG WEBSITE
Blue Planet Group,http://www.aquaguidance.com/contact/,WRONG WEBSITE
Tsingyuan Ventures,https://am-batteries.com,WRONG WEBSITE
ITIC: Industrial Technology Investment Corporation,http://www.arieca.com,WRONG WEBSITE
Techstars Industries of the Future Accelerator,https://www.armadaiq.com,WRONG WEBSITE
Oak Hill Capital Partners,http://americanveterinarygroup.com/,WRONG WEBSITE
Kayne Anderson Capital Advisors,http://www.amistadenergy.com,WRONG WEBSITE
Filippo Bovio,http://azureyachtgroup.com,WRONG WEBSITE
Government of United States of America,http://www.aquabotix.com/,WRONG WEBSITE
Emergent Ventures,http://basicblock.io,WRONG WEBSITE
Global Financial Group (“GFG”),http://basicblock.io,WRONG WEBSITE
Snowbridge Capital,https://www.beachyapp.com/en,WRONG WEBSITE
Sprott Inc.,https://www.benchmarkmetals.com/,WRONG WEBSITE
BlackGold Capital Management,http://www.atlassand.com/,WRONG WEBSITE
Columbia Venture Competition,https://binit.in/,WRONG WEBSITE
Carolina Opportunity Funds,http://bioeconomysolutions.com/,WRONG WEBSITE
Pole of time,http://biovolf.com/,WRONG WEBSITE
Innovation Saskatchewan,http://www.barnstormag.tech,WRONG WEBSITE
EIV Capital,http://www.bayoumidstream.com/,WRONG WEBSITE
Artiman Ventures,https://www.boxbot.io/,WRONG WEBSITE
Emergent Ventures,https://www.brahmin-solutions.com,WRONG WEBSITE
SaskWorks Venture Fund,https://www.biktrix.com,WRONG WEBSITE
Perceptive Equity,https://bungii.com/,WRONG WEBSITE
Spark Nova Scotia,https://blackwatch.tech/,WRONG WEBSITE
Nitto Denko,http://www.c3nano.com,WRONG WEBSITE
Nagase America Corp.,http://www.c3nano.com,WRONG WEBSITE
Seacoast Capital Partners,http://cambiumunited.com/,WRONG WEBSITE
Fierce Founders Accelerator,http://www.borealiswind.com/,WRONG WEBSITE
Underscore VC,https://www.cargoflip.com,WRONG WEBSITE
Consonance Investment Managers,http://www.cdlwarrior.com,WRONG WEBSITE
Denham Capital,http://ceibaenergy.com/,WRONG WEBSITE
Luxiena,https://brybe.com,WRONG WEBSITE
HSCM Bermuda,https://www.buckleup.com/,WRONG WEBSITE
CounterPoint Capital Partners,http://www.chicagopace.com,WRONG WEBSITE
Tin Shed Ventures,https://circ.earth,WRONG WEBSITE
Ingredion Incorporated,https://theeverycompany.com,WRONG WEBSITE
B37 Ventures,https://theeverycompany.com,WRONG WEBSITE
Alumina Partners,http://www.canadacarbon.com/,WRONG WEBSITE
Lighthouse Labs RVA,https://casectrl.com,WRONG WEBSITE
Ben Franklin Technology Partners of Northeastern Pennsylvania,http://www.colymer.com/,WRONG WEBSITE
Cedars Sinai Medical Center,https://www.censinet.com,WRONG WEBSITE
HLM Venture Partners,https://www.censinet.com,WRONG WEBSITE
Switzerland Innovation Tech4Impact Initiative,https://composite-recycling.ch/,WRONG WEBSITE
The Lind Partners,https://www.comsovereign.com,WRONG WEBSITE
Ben Franklin Technology Partners of Northeastern Pennsylvania,https://www.channelape.com,WRONG WEBSITE
Iowa Dept of Economic Development,https://continuum.ag/,WRONG WEBSITE
True Global Ventures (TGV),http://chronicled.com,WRONG WEBSITE
Angela Jackson,http://chronicled.com,WRONG WEBSITE
Mandra Capital,http://chronicled.com,WRONG WEBSITE
Colbeck Capital,http://chronicled.com,WRONG WEBSITE
RBC Capital,https://copower.me/en/,WRONG WEBSITE
ProMontreal Entrepreneurs,https://copower.me/en/,WRONG WEBSITE
Silverton Partners,https://coppercowcoffee.com,WRONG WEBSITE
YBA Kanoo,https://www.clarkevalve.com/,WRONG WEBSITE
New World Angels,https://www.clarkevalve.com/,WRONG WEBSITE
Talara Capital Management,http://crescentpass.com/,WRONG WEBSITE
Catapult Energy Services Group,http://www.cretic.net,WRONG WEBSITE
Irwin Jacobs,https://cyclopure.com/,WRONG WEBSITE
National Institute of Environmental Health Sciences,https://www.niehs.nih.gov/,WRONG WEBSITE
PivotNorth Capital,http://www.darkstore.com,WRONG WEBSITE
Gary Fritz,http://www.darkstore.com,WRONG WEBSITE
Viridian Capital Advisors,https://conceptionnurseries.com/,WRONG WEBSITE
Cresco Capital Partners,https://conceptionnurseries.com/,WRONG WEBSITE
Midtown Capital Advisors,http://www.demanddriventech.com,WRONG WEBSITE
11-11 Ventures,http://www.demanddriventech.com,WRONG WEBSITE
