URL,PRICE
https://www.amazon.com/dp/B0BTC9MQGP,64.98
https://www.amazon.com/dp/B0BX5S4PPG,16.98
https://www.amazon.com/dp/B0BW44W8F3,49.98
https://www.amazon.com/dp/B0BVTVPJ5T,44.98
https://www.amazon.com/dp/B0BVJ38YMF,34.98
https://www.amazon.com/dp/B0BS47MQPB,24.98
https://www.amazon.com/dp/B0BW5GTF2K,99.98
https://www.amazon.com/dp/B0BV3DZPCS,169.98
https://www.amazon.com/dp/B0BWXNBKX9,67.98
https://www.amazon.com/dp/B0BSS3D6XY,89.98
https://www.amazon.com/dp/B07BB37T35,7.95
https://www.amazon.com/dp/B0BXQFKLZK,43.98
https://www.amazon.com/dp/B0BVKBNN7M,25.98
https://www.amazon.com/dp/B0BT7VJP7T,25.98
https://www.amazon.com/dp/B0BX4P8PCS,16.98
https://www.amazon.com/dp/B0BV6Z7W4Q,149.98
https://www.amazon.com/dp/B0BYCR74MB,77.98
https://www.amazon.com/dp/B0BYX18KLC,39.98
https://www.amazon.com/dp/B0BSFKHR4H,28.98
https://www.amazon.com/dp/B0BS9N7WXC,16.98
https://www.amazon.com/dp/B0BWW8BDSC,56.98
https://www.amazon.com/dp/B0BNTM57D9,42.98
https://www.amazon.com/dp/B0BVW7C7LH,39.98
https://www.amazon.com/dp/B0BSLNKGN5,30.98
https://www.amazon.com/dp/B0BYSGYWFK,39.98
https://www.amazon.com/dp/B0BWWLWWBQ,59.98
https://www.amazon.com/dp/B0BXCTT88N,169.98
https://www.amazon.com/dp/B08S3CG13F,133.34
https://www.amazon.com/dp/B0BTWCJHWS,44.98
https://www.amazon.com/dp/B0BW7C1JLT,179.98
https://www.amazon.com/dp/B0BSFYNTLH,129.98
https://www.amazon.com/dp/B0BWXN5F2G,27.98
https://www.amazon.com/dp/B0BMQR7F6C,19.98
https://www.amazon.com/dp/B0BVKSGTZV,52.98
https://www.amazon.com/dp/B0BV2TLW73,26.98
https://www.amazon.com/dp/B08MJTC2WV,116.83
https://www.amazon.com/dp/B0BM56N326,29.98
https://www.amazon.com/dp/B0BZ5445TM,23.98
https://www.amazon.com/dp/B0BXCSG97V,27.98
https://www.amazon.com/dp/B0BSS9R354,24.98
https://www.amazon.com/dp/B0C16J4XHP,26.98
https://www.amazon.com/dp/B0BXHGN9V6,49.98
https://www.amazon.com/dp/B0BWK44T2V,84.98
https://www.amazon.com/dp/B0BSCDRW77,89.98
https://www.amazon.com/dp/B0BX9R71KC,34.98
