Title,Variation 1 Value,Variation 2 Name,Variation 2 Value,Variation 3 Name,Variation 3 Value,Original Price,Discounted Price,Web Link,Original Price,Discounted Price,Web Link,Original Price,Discounted Price,Web Link,Original Price,Discounted Price,Web Link,Original Price,Discounted Price,Web Link
Samsung Galaxy S23+,Cream,,128GB,,S23+ & Buds2 Pro,,,,,,,,,,,,,,,
Samsung Galaxy S23+,Cream,,256GB,,S23+,,,https://www.amazon.ae/Samsung-Phantom-Smartphone-ManufacturerWarranty/dp/B0BSLDBMPB/ref=sr_1_1_sspa?crid=1NFH3BHCM56MK&keywords=Samsung%2BGalaxy%2BS23&qid=1675533291&sprefix=samsung%2Bgalaxy%2Bs23%2Caps%2C294&sr=81-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1,,,,,,,,,,,,
Samsung Galaxy S23+,Cream,,256GB,,S23+ & Buds2 Pro,,,,,,,,,,,,,,,
Samsung Galaxy S23+,Cream,,512GB,,S23+,,,https://www.amazon.ae/Samsung-Phantom-Smartphone-ManufacturerWarranty/dp/B0BSLDRHC8/ref=sr_1_1_sspa?crid=1NFH3BHCM56MK&keywords=Samsung%2BGalaxy%2BS23&qid=1675533291&sprefix=samsung%2Bgalaxy%2Bs23%2Caps%2C294&sr=81-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1,,,,,,,,,,,,
Samsung Galaxy S23+,Cream,,512GB,,S23+ & Buds2 Pro,,,,,,,,,,,,,,,
Samsung Galaxy S23+,Cream,,1TB,,S23+,,,,,,,,,,,,,,,
Samsung Galaxy S23+,Cream,,1TB,,S23+ & Buds2 Pro,,,,,,,,,,,,,,,
Samsung Galaxy S23+,Green,,128GB,,S23+,,,,,,,,,,,,,,,
Samsung Galaxy S23+,Green,,128GB,,S23+ & Buds2 Pro,,,,,,,,,,,,,,,
Samsung Galaxy S23+,Green,,256GB,,S23+,,,https://www.amazon.ae/Samsung-Phantom-Smartphone-ManufacturerWarranty/dp/B0BSLF1ZN4/ref=sr_1_1_sspa?crid=1NFH3BHCM56MK&keywords=Samsung%2BGalaxy%2BS23&qid=1675533291&sprefix=samsung%2Bgalaxy%2Bs23%2Caps%2C294&sr=81-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1,,,,,,,,,,,,
Samsung Galaxy S23+,Green,,256GB,,S23+ & Buds2 Pro,,,,,,,,,,,,,,,
Samsung Galaxy S23+,Green,,512GB,,S23+,,,,,,,,,,,,,,,
Samsung Galaxy S23+,Green,,512GB,,S23+ & Buds2 Pro,,,,,,,,,,,,,,,
Samsung Galaxy S23+,Green,,1TB,,S23+,,,,,,,,,,,,,,,
Samsung Galaxy S23+,Green,,1TB,,S23+ & Buds2 Pro,,,,,,,,,,,,,,,
Samsung Galaxy S23+,Lavender,,128GB,,S23+,,,,,,,,,,,,,,,
Samsung Galaxy S23+,Lavender,,128GB,,S23+ & Buds2 Pro,,,,,,,,,,,,,,,
Samsung Galaxy S23+,Lavender,,256GB,,S23+,,,https://www.amazon.ae/Samsung-Phantom-Smartphone-ManufacturerWarranty/dp/B0BSLCZSL1/ref=sr_1_1_sspa?crid=1NFH3BHCM56MK&keywords=Samsung%2BGalaxy%2BS23&qid=1675533291&sprefix=samsung%2Bgalaxy%2Bs23%2Caps%2C294&sr=81-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1,,,,,,,,,,,,
Samsung Galaxy S23+,Lavender,,256GB,,S23+ & Buds2 Pro,,,,,,,,,,,,,,,
Samsung Galaxy S23+,Lavender,,512GB,,S23+,,,,,,,,,,,,,,,
Samsung Galaxy S23+,Lavender,,512GB,,S23+ & Buds2 Pro,,,,,,,,,,,,,,,
Samsung Galaxy S23+,Lavender,,1TB,,S23+,,,,,,,,,,,,,,,
Samsung Galaxy S23+,Lavender,,1TB,,S23+ & Buds2 Pro,,,,,,,,,,,,,,,
Samsung Galaxy S23+,Phantom Black,,128GB,,S23+,,,,,,,,,,,,,,,
Samsung Galaxy S23+,Phantom Black,,128GB,,S23+ & Buds2 Pro,,,,,,,,,,,,,,,
Samsung Galaxy S23+,Phantom Black,,256GB,,S23+,,,,,,,,,,,,,,,
Samsung Galaxy S23+,Phantom Black,,256GB,,S23+ & Buds2 Pro,,,,,,,,,,,,,,,
Samsung Galaxy S23+,Phantom Black,,512GB,,S23+,,,https://www.amazon.ae/Samsung-Phantom-Smartphone-ManufacturerWarranty/dp/B0BSLBWK9J/ref=sr_1_1_sspa?crid=1NFH3BHCM56MK&keywords=Samsung%2BGalaxy%2BS23&qid=1675533291&sprefix=samsung%2Bgalaxy%2Bs23%2Caps%2C294&sr=81-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1,,,,,,,,,,,,
Samsung Galaxy S23+,Phantom Black,,512GB,,S23+ & Buds2 Pro,,,,,,,,,,,,,,,
Samsung Galaxy S23+,Phantom Black,,1TB,,S23+,,,,,,,,,,,,,,,
Samsung Galaxy S23+,Phantom Black,,1TB,,S23+ & Buds2 Pro,,,,,,,,,,,,,,,
Samsung Galaxy S23,Cream,Storage Space,128GB,Style,S23,,,https://www.amazon.ae/Samsung-Phantom-Smartphone-ManufacturerWarranty/dp/B0BSLDDJR3/ref=sr_1_1_sspa?crid=1NFH3BHCM56MK&keywords=Samsung%2BGalaxy%2BS23&qid=1675533291&sprefix=samsung%2Bgalaxy%2Bs23%2Caps%2C294&sr=81-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1,,,,,,,,,,,,
Samsung Galaxy S23,Cream,,128GB,,S23 & Buds2 Pro,,,,,,,,,,,,,,,
Samsung Galaxy S23,Cream,,256GB,,S23,,,https://www.amazon.ae/Samsung-Phantom-Smartphone-ManufacturerWarranty/dp/B0BSLBM4PY/ref=sr_1_1_sspa?crid=1NFH3BHCM56MK&keywords=Samsung%2BGalaxy%2BS23&qid=1675533291&sprefix=samsung%2Bgalaxy%2Bs23%2Caps%2C294&sr=81-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1,,,,,,,,,,,,
Samsung Galaxy S23,Cream,,256GB,,S23 & Buds2 Pro,,,,,,,,,,,,,,,
Samsung Galaxy S23,Cream,,512GB,,S23,,,,,,,,,,,,,,,
Samsung Galaxy S23,Cream,,512GB,,S23 & Buds2 Pro,,,,,,,,,,,,,,,
Samsung Galaxy S23,Cream,,1TB,,S23,,,,,,,,,,,,,,,
Samsung Galaxy S23,Cream,,1TB,,S23 & Buds2 Pro,,,,,,,,,,,,,,,
Samsung Galaxy S23,Green,,128GB,,S23,,,https://www.amazon.ae/Samsung-Phantom-Smartphone-ManufacturerWarranty/dp/B0BSLF3Z9X/ref=sr_1_1_sspa?crid=1NFH3BHCM56MK&keywords=Samsung%2BGalaxy%2BS23&qid=1675533291&sprefix=samsung%2Bgalaxy%2Bs23%2Caps%2C294&sr=81-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1,,,,,,,,,,,,
Samsung Galaxy S23,Green,,128GB,,S23 & Buds2 Pro,,,,,,,,,,,,,,,
Samsung Galaxy S23,Green,,256GB,,S23,,,https://www.amazon.ae/Samsung-Phantom-Smartphone-ManufacturerWarranty/dp/B0BSLD5M26/ref=sr_1_1_sspa?crid=1NFH3BHCM56MK&keywords=Samsung%2BGalaxy%2BS23&qid=1675533291&sprefix=samsung%2Bgalaxy%2Bs23%2Caps%2C294&sr=81-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1,,,,,,,,,,,,
Samsung Galaxy S23,Green,,256GB,,S23 & Buds2 Pro,,,,,,,,,,,,,,,
Samsung Galaxy S23,Green,,512GB,,S23,,,,,,,,,,,,,,,
Samsung Galaxy S23,Green,,512GB,,S23 & Buds2 Pro,,,,,,,,,,,,,,,
Samsung Galaxy S23,Green,,1TB,,S23,,,,,,,,,,,,,,,
Samsung Galaxy S23,Green,,1TB,,S23 & Buds2 Pro,,,,,,,,,,,,,,,
Samsung Galaxy S23,Lavender,,128GB,,S23,,,https://www.amazon.ae/Samsung-Phantom-Smartphone-ManufacturerWarranty/dp/B0BSLFHY5M/ref=sr_1_1_sspa?crid=1NFH3BHCM56MK&keywords=Samsung%2BGalaxy%2BS23&qid=1675533291&sprefix=samsung%2Bgalaxy%2Bs23%2Caps%2C294&sr=81-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1,,,,,,,,,,,,
Samsung Galaxy S23,Lavender,,128GB,,S23 & Buds2 Pro,,,,,,,,,,,,,,,
Samsung Galaxy S23,Lavender,,256GB,,S23,,,https://www.amazon.ae/Samsung-Phantom-Smartphone-ManufacturerWarranty/dp/B0BSLDR791/ref=sr_1_1_sspa?crid=1NFH3BHCM56MK&keywords=Samsung%2BGalaxy%2BS23&qid=1675533291&sprefix=samsung%2Bgalaxy%2Bs23%2Caps%2C294&sr=81-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1,,,,,,,,,,,,
Samsung Galaxy S23,Lavender,,256GB,,S23 & Buds2 Pro,,,,,,,,,,,,,,,
Samsung Galaxy S23,Lavender,,512GB,,S23,,,,,,,,,,,,,,,
Samsung Galaxy S23,Lavender,,512GB,,S23 & Buds2 Pro,,,,,,,,,,,,,,,
Samsung Galaxy S23,Lavender,,1TB,,S23,,,,,,,,,,,,,,,
Samsung Galaxy S23,Lavender,,1TB,,S23 & Buds2 Pro,,,,,,,,,,,,,,,
Samsung Galaxy S23,Phantom Black,,128GB,,S23,,,https://www.amazon.ae/Samsung-Phantom-Smartphone-ManufacturerWarranty/dp/B0BSLDLVYM/ref=sr_1_1_sspa?crid=1NFH3BHCM56MK&keywords=Samsung%2BGalaxy%2BS23&qid=1675533291&sprefix=samsung%2Bgalaxy%2Bs23%2Caps%2C294&sr=81-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1,,,,,,,,,,,,
Samsung Galaxy S23,Phantom Black,,128GB,,S23 & Buds2 Pro,,,,,,,,,,,,,,,
Samsung Galaxy S23,Phantom Black,,256GB,,S23,,,https://www.amazon.ae/Samsung-Phantom-Smartphone-ManufacturerWarranty/dp/B0BSLJSCQK/ref=sr_1_1_sspa?crid=1NFH3BHCM56MK&keywords=Samsung%2BGalaxy%2BS23&qid=1675533291&sprefix=samsung%2Bgalaxy%2Bs23%2Caps%2C294&sr=81-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1,,,,,,,,,,,,
Samsung Galaxy S23,Phantom Black,,256GB,,S23 & Buds2 Pro,,,,,,,,,,,,,,,
Samsung Galaxy S23,Phantom Black,,512GB,,S23,,,,,,,,,,,,,,,
Samsung Galaxy S23,Phantom Black,,512GB,,S23 & Buds2 Pro,,,,,,,,,,,,,,,
Samsung Galaxy S23,Phantom Black,,1TB,,S23,,,,,,,,,,,,,,,
Samsung Galaxy S23,Phantom Black,,1TB,,S23 & Buds2 Pro,,,,,,,,,,,,,,,
Apple iPhone 14 Pro,Deep Purple,Storage Space,128GB,Version,Hong Kong (Dual Physical SIM),,,,,,https://www.noon.com/uae-en/iphone-14-pro-physical-dual-sim-128gb-deep-purple-5g-with-facetime/N53347071A/p/?gclid=CjwKCAjwyeujBhA5EiwA5WD7_bZrq56KBpzIr8FC6-q2-AbMfsIeGukN-F9bnbJrkPcWYdx_qeDcMRoC90kQAvD_BwE&o=bc4dcc1db634a19a&utm_campaign=C1000148602N_ae_en_web_mobilesx25012022_noon_web_c1000087l_remarketing_plassc_&utm_medium=cpc&utm_source=c1000087L,,,,,,,,,
Apple iPhone 14 Pro,Deep Purple,,128GB,,USA (eSIM only),,,,,,https://www.noon.com/uae-en/iphone-14-pro-128gb-deep-purple-5g-with-facetime-usa-version-e-sim-only/N53347226A/p/?gclid=CjwKCAjwyeujBhA5EiwA5WD7_bZrq56KBpzIr8FC6-q2-AbMfsIeGukN-F9bnbJrkPcWYdx_qeDcMRoC90kQAvD_BwE&o=fabc10447582273f&utm_campaign=C1000148602N_ae_en_web_mobilesx25012022_noon_web_c1000087l_remarketing_plassc_&utm_medium=cpc&utm_source=c1000087L,,,,,,,,,
Apple iPhone 14 Pro,Deep Purple,,128GB,,International (One Physical SIM & eSIM),,,,,,https://www.noon.com/uae-en/iphone-14-pro-128gb-deep-purple-5g-with-facetime-international-version/N53347165A/p/?gclid=CjwKCAjwyeujBhA5EiwA5WD7_bZrq56KBpzIr8FC6-q2-AbMfsIeGukN-F9bnbJrkPcWYdx_qeDcMRoC90kQAvD_BwE&o=c66ef1e8e1af237f&utm_campaign=C1000148602N_ae_en_web_mobilesx25012022_noon_web_c1000087l_remarketing_plassc_&utm_medium=cpc&utm_source=c1000087L,,,,,,,,,
Apple iPhone 14 Pro,Deep Purple,,128GB,,Middle East (One Physical SIM & eSIM),,,https://www.amazon.ae/Apple-iPhone-Pro-Max-256/dp/B0BDHV8Z26/ref=sr_1_5?crid=2QKYP9WEDTCKK&keywords=iphone%2B14%2Bpro%2Bmax&qid=1675525622&sprefix=iphone%2B14%2Bpro%2Bma%2Caps%2C411&sr=8-5&th=1,,,https://www.noon.com/uae-en/iphone-14-pro-128gb-deep-purple-5g-with-facetime-middle-east-version/N53347104A/p/?gclid=CjwKCAjwyeujBhA5EiwA5WD7_bZrq56KBpzIr8FC6-q2-AbMfsIeGukN-F9bnbJrkPcWYdx_qeDcMRoC90kQAvD_BwE&o=f3df672d170d7dbb&utm_campaign=C1000148602N_ae_en_web_mobilesx25012022_noon_web_c1000087l_remarketing_plassc_&utm_medium=cpc&utm_source=c1000087L,,,,,,,,,
Apple iPhone 14 Pro,Deep Purple,,256GB,,Hong Kong (Dual Physical SIM),,,,,,https://www.noon.com/uae-en/iphone-14-pro-physical-dual-sim-256gb-deep-purple-5g-with-facetime/N53347185A/p/?gclid=CjwKCAjwyeujBhA5EiwA5WD7_bZrq56KBpzIr8FC6-q2-AbMfsIeGukN-F9bnbJrkPcWYdx_qeDcMRoC90kQAvD_BwE&o=cf12d5a3ab08e78b&utm_campaign=C1000148602N_ae_en_web_mobilesx25012022_noon_web_c1000087l_remarketing_plassc_&utm_medium=cpc&utm_source=c1000087L,,,,,,,,,
Apple iPhone 14 Pro,Deep Purple,,256GB,,USA (eSIM only),,,,,,https://www.noon.com/uae-en/iphone-14-pro-256gb-deep-purple-5g-with-facetime-usa-version-e-sim-only/N53347047A/p/?gclid=CjwKCAjwyeujBhA5EiwA5WD7_bZrq56KBpzIr8FC6-q2-AbMfsIeGukN-F9bnbJrkPcWYdx_qeDcMRoC90kQAvD_BwE&o=e191c7e8b1ec5bcf&utm_campaign=C1000148602N_ae_en_web_mobilesx25012022_noon_web_c1000087l_remarketing_plassc_&utm_medium=cpc&utm_source=c1000087L,,,,,,,,,
Apple iPhone 14 Pro,Deep Purple,,256GB,,International (One Physical SIM & eSIM),,,,,,https://www.noon.com/uae-en/iphone-14-pro-256gb-deep-purple-5g-with-facetime-international-version/N53347083A/p/?gclid=CjwKCAjwyeujBhA5EiwA5WD7_bZrq56KBpzIr8FC6-q2-AbMfsIeGukN-F9bnbJrkPcWYdx_qeDcMRoC90kQAvD_BwE&o=e97472cb5509220f&utm_campaign=C1000148602N_ae_en_web_mobilesx25012022_noon_web_c1000087l_remarketing_plassc_&utm_medium=cpc&utm_source=c1000087L,,,,,,,,,
Apple iPhone 14 Pro,Deep Purple,,256GB,,Middle East (One Physical SIM & eSIM),,,https://www.amazon.ae/Apple-iPhone-Pro-Max-256/dp/B0BDHY38GC/ref=sr_1_5?crid=2QKYP9WEDTCKK&keywords=iphone%2B14%2Bpro%2Bmax&qid=1675525622&sprefix=iphone%2B14%2Bpro%2Bma%2Caps%2C411&sr=8-5&th=1,,,https://www.noon.com/uae-en/iphone-14-pro-256gb-deep-purple-5g-with-facetime-middle-east-version/N53347123A/p/?gclid=CjwKCAjwyeujBhA5EiwA5WD7_bZrq56KBpzIr8FC6-q2-AbMfsIeGukN-F9bnbJrkPcWYdx_qeDcMRoC90kQAvD_BwE&o=e3b0b3856fff429b&utm_campaign=C1000148602N_ae_en_web_mobilesx25012022_noon_web_c1000087l_remarketing_plassc_&utm_medium=cpc&utm_source=c1000087L,,,,,,,,,
Apple iPhone 14 Pro,Deep Purple,,512GB,,Hong Kong (Dual Physical SIM),,,,,,https://www.noon.com/uae-en/iphone-14-pro-physical-dual-sim-512gb-deep-purple-5g-with-facetime/N53347128A/p/?gclid=CjwKCAjwyeujBhA5EiwA5WD7_bZrq56KBpzIr8FC6-q2-AbMfsIeGukN-F9bnbJrkPcWYdx_qeDcMRoC90kQAvD_BwE&o=d3d699a3ea04d81a&utm_campaign=C1000148602N_ae_en_web_mobilesx25012022_noon_web_c1000087l_remarketing_plassc_&utm_medium=cpc&utm_source=c1000087L,,,,,,,,,
Apple iPhone 14 Pro,Deep Purple,,512GB,,USA (eSIM only),,,,,,https://www.noon.com/uae-en/iphone-14-pro-512gb-deep-purple-5g-with-facetime-usa-version-e-sim-only/N53346826A/p/?gclid=CjwKCAjwyeujBhA5EiwA5WD7_bZrq56KBpzIr8FC6-q2-AbMfsIeGukN-F9bnbJrkPcWYdx_qeDcMRoC90kQAvD_BwE&o=f70b528ea1b74f2f&utm_campaign=C1000148602N_ae_en_web_mobilesx25012022_noon_web_c1000087l_remarketing_plassc_&utm_medium=cpc&utm_source=c1000087L,,,,,,,,,
Apple iPhone 14 Pro,Deep Purple,,512GB,,International (One Physical SIM & eSIM),,,,,,https://www.noon.com/uae-en/iphone-14-pro-512gb-deep-purple-5g-with-facetime-international-version/N53346900A/p/?gclid=CjwKCAjwyeujBhA5EiwA5WD7_bZrq56KBpzIr8FC6-q2-AbMfsIeGukN-F9bnbJrkPcWYdx_qeDcMRoC90kQAvD_BwE&o=e2dffeb5f0b354fb&utm_campaign=C1000148602N_ae_en_web_mobilesx25012022_noon_web_c1000087l_remarketing_plassc_&utm_medium=cpc&utm_source=c1000087L,,,,,,,,,
Apple iPhone 14 Pro,Deep Purple,,512GB,,Middle East (One Physical SIM & eSIM),,,https://www.amazon.ae/Apple-iPhone-Pro-Max-256/dp/B0BDJDMQ99/ref=sr_1_5?crid=2QKYP9WEDTCKK&keywords=iphone%2B14%2Bpro%2Bmax&qid=1675525622&sprefix=iphone%2B14%2Bpro%2Bma%2Caps%2C411&sr=8-5&th=1,,,https://www.noon.com/uae-en/iphone-14-pro-512gb-deep-purple-5g-with-facetime-middle-east-version/N53346982A/p/?gclid=CjwKCAjwyeujBhA5EiwA5WD7_bZrq56KBpzIr8FC6-q2-AbMfsIeGukN-F9bnbJrkPcWYdx_qeDcMRoC90kQAvD_BwE&o=b4752413f38eeeda&utm_campaign=C1000148602N_ae_en_web_mobilesx25012022_noon_web_c1000087l_remarketing_plassc_&utm_medium=cpc&utm_source=c1000087L,,,,,,,,,
Apple iPhone 14 Pro,Deep Purple,,1TB,,Hong Kong (Dual Physical SIM),,,,,,https://www.noon.com/uae-en/iphone-14-pro-physical-dual-sim-1tb-deep-purple-5g-with-facetime/N53347088A/p/?gclid=CjwKCAjwyeujBhA5EiwA5WD7_bZrq56KBpzIr8FC6-q2-AbMfsIeGukN-F9bnbJrkPcWYdx_qeDcMRoC90kQAvD_BwE&o=b95635a0c4cccecf&utm_campaign=C1000148602N_ae_en_web_mobilesx25012022_noon_web_c1000087l_remarketing_plassc_&utm_medium=cpc&utm_source=c1000087L,,,,,,,,,
Apple iPhone 14 Pro,Deep Purple,,1TB,,USA (eSIM only),,,,,,https://www.noon.com/uae-en/iphone-14-pro-1tb-deep-purple-5g-with-facetime-usa-version-e-sim-only/N53347206A/p/?gclid=CjwKCAjwyeujBhA5EiwA5WD7_bZrq56KBpzIr8FC6-q2-AbMfsIeGukN-F9bnbJrkPcWYdx_qeDcMRoC90kQAvD_BwE&o=f62fecba682a664a&utm_campaign=C1000148602N_ae_en_web_mobilesx25012022_noon_web_c1000087l_remarketing_plassc_&utm_medium=cpc&utm_source=c1000087L,,,,,,,,,
Apple iPhone 14 Pro,Deep Purple,,1TB,,International (One Physical SIM & eSIM),,,,,,https://www.noon.com/uae-en/iphone-14-pro-1tb-deep-purple-5g-with-facetime-international-version/N53347052A/p/?gclid=CjwKCAjwyeujBhA5EiwA5WD7_bZrq56KBpzIr8FC6-q2-AbMfsIeGukN-F9bnbJrkPcWYdx_qeDcMRoC90kQAvD_BwE&o=e8fbafdfdbdae68a&utm_campaign=C1000148602N_ae_en_web_mobilesx25012022_noon_web_c1000087l_remarketing_plassc_&utm_medium=cpc&utm_source=c1000087L,,,,,,,,,
Apple iPhone 14 Pro,Deep Purple,,1TB,,Middle East (One Physical SIM & eSIM),,,https://www.amazon.ae/Apple-iPhone-Pro-Max-256/dp/B0BDHV7M24/ref=sr_1_5?crid=2QKYP9WEDTCKK&keywords=iphone%2B14%2Bpro%2Bmax&qid=1675525622&sprefix=iphone%2B14%2Bpro%2Bma%2Caps%2C411&sr=8-5&th=1,,,https://www.noon.com/uae-en/iphone-14-pro-1tb-deep-purple-5g-with-facetime-middle-east-version/N53347099A/p/?gclid=CjwKCAjwyeujBhA5EiwA5WD7_bZrq56KBpzIr8FC6-q2-AbMfsIeGukN-F9bnbJrkPcWYdx_qeDcMRoC90kQAvD_BwE&o=b43ddd2b35424a3d&utm_campaign=C1000148602N_ae_en_web_mobilesx25012022_noon_web_c1000087l_remarketing_plassc_&utm_medium=cpc&utm_source=c1000087L,,,,,,,,,
Apple iPhone 14 Pro,Space Black,,128GB,,Hong Kong (Dual Physical SIM),,,,,,https://www.noon.com/uae-en/iphone-14-pro-physical-dual-sim-128gb-space-black-5g-with-facetime/N53346980A/p/?gclid=CjwKCAjwyeujBhA5EiwA5WD7_bZrq56KBpzIr8FC6-q2-AbMfsIeGukN-F9bnbJrkPcWYdx_qeDcMRoC90kQAvD_BwE&o=a06abb5ef3769b7b&utm_campaign=C1000148602N_ae_en_web_mobilesx25012022_noon_web_c1000087l_remarketing_plassc_&utm_medium=cpc&utm_source=c1000087L,,,,,,,,,
Apple iPhone 14 Pro,Space Black,,128GB,,USA (eSIM only),,,,,,https://www.noon.com/uae-en/iphone-14-pro-128gb-space-black-5g-with-facetime-usa-version-e-sim-only/N53346667A/p/?gclid=CjwKCAjwyeujBhA5EiwA5WD7_bZrq56KBpzIr8FC6-q2-AbMfsIeGukN-F9bnbJrkPcWYdx_qeDcMRoC90kQAvD_BwE&o=bdf21b9b1f5727aa&utm_campaign=C1000148602N_ae_en_web_mobilesx25012022_noon_web_c1000087l_remarketing_plassc_&utm_medium=cpc&utm_source=c1000087L,,,,,,,,,
Apple iPhone 14 Pro,Space Black,,128GB,,International (One Physical SIM & eSIM),,,,,,https://www.noon.com/uae-en/iphone-14-pro-128gb-space-black-5g-with-facetime-international-version/N53347198A/p/?gclid=CjwKCAjwyeujBhA5EiwA5WD7_bZrq56KBpzIr8FC6-q2-AbMfsIeGukN-F9bnbJrkPcWYdx_qeDcMRoC90kQAvD_BwE&o=f29ae278da17758f&utm_campaign=C1000148602N_ae_en_web_mobilesx25012022_noon_web_c1000087l_remarketing_plassc_&utm_medium=cpc&utm_source=c1000087L,,,,,,,,,
Apple iPhone 14 Pro,Space Black,,128GB,,Middle East (One Physical SIM & eSIM),,,https://www.amazon.ae/Apple-iPhone-Pro-Max-256/dp/B0BDJ5CSHF/ref=sr_1_5?crid=2QKYP9WEDTCKK&keywords=iphone%2B14%2Bpro%2Bmax&qid=1675525622&sprefix=iphone%2B14%2Bpro%2Bma%2Caps%2C411&sr=8-5&th=1,,,https://www.noon.com/uae-en/iphone-14-pro-128gb-space-black-5g-with-facetime-middle-east-version/N53346663A/p/?gclid=CjwKCAjwyeujBhA5EiwA5WD7_bZrq56KBpzIr8FC6-q2-AbMfsIeGukN-F9bnbJrkPcWYdx_qeDcMRoC90kQAvD_BwE&o=e41b733ad77a6a3b&utm_campaign=C1000148602N_ae_en_web_mobilesx25012022_noon_web_c1000087l_remarketing_plassc_&utm_medium=cpc&utm_source=c1000087L,,,,,,,,,
Apple iPhone 14 Pro,Space Black,,256GB,,Hong Kong (Dual Physical SIM),,,,,,https://www.noon.com/uae-en/iphone-14-pro-physical-dual-sim-256gb-space-black-5g-with-facetime/N53346645A/p/?gclid=CjwKCAjwyeujBhA5EiwA5WD7_bZrq56KBpzIr8FC6-q2-AbMfsIeGukN-F9bnbJrkPcWYdx_qeDcMRoC90kQAvD_BwE&o=b53c656b298d96ce&utm_campaign=C1000148602N_ae_en_web_mobilesx25012022_noon_web_c1000087l_remarketing_plassc_&utm_medium=cpc&utm_source=c1000087L,,,,,,,,,
Apple iPhone 14 Pro,Space Black,,256GB,,USA (eSIM only),,,,,,https://www.noon.com/uae-en/iphone-14-pro-256gb-space-black-5g-with-facetime-usa-version-e-sim-only/N53346624A/p/?gclid=CjwKCAjwyeujBhA5EiwA5WD7_bZrq56KBpzIr8FC6-q2-AbMfsIeGukN-F9bnbJrkPcWYdx_qeDcMRoC90kQAvD_BwE&o=d69e93818500d5cf&utm_campaign=C1000148602N_ae_en_web_mobilesx25012022_noon_web_c1000087l_remarketing_plassc_&utm_medium=cpc&utm_source=c1000087L,,,,,,,,,
Apple iPhone 14 Pro,Space Black,,256GB,,International (One Physical SIM & eSIM),,,,,,https://www.noon.com/uae-en/iphone-14-pro-256gb-space-black-5g-with-facetime-international-version/N53346744A/p/?gclid=CjwKCAjwyeujBhA5EiwA5WD7_bZrq56KBpzIr8FC6-q2-AbMfsIeGukN-F9bnbJrkPcWYdx_qeDcMRoC90kQAvD_BwE&o=ebfcbb3ab4193eed&utm_campaign=C1000148602N_ae_en_web_mobilesx25012022_noon_web_c1000087l_remarketing_plassc_&utm_medium=cpc&utm_source=c1000087L,,,,,,,,,
Apple iPhone 14 Pro,Space Black,,256GB,,Middle East (One Physical SIM & eSIM),,,https://www.amazon.ae/Apple-iPhone-Pro-Max-256/dp/B0BDJ27XXT/ref=sr_1_5?crid=2QKYP9WEDTCKK&keywords=iphone%2B14%2Bpro%2Bmax&qid=1675525622&sprefix=iphone%2B14%2Bpro%2Bma%2Caps%2C411&sr=8-5&th=1,,,https://www.noon.com/uae-en/iphone-14-pro-256gb-space-black-5g-with-facetime-middle-east-version/N53347150A/p/?gclid=CjwKCAjwyeujBhA5EiwA5WD7_bZrq56KBpzIr8FC6-q2-AbMfsIeGukN-F9bnbJrkPcWYdx_qeDcMRoC90kQAvD_BwE&o=c72297142027c90e&utm_campaign=C1000148602N_ae_en_web_mobilesx25012022_noon_web_c1000087l_remarketing_plassc_&utm_medium=cpc&utm_source=c1000087L,,,,,,,,,
Apple iPhone 14 Pro,Space Black,,512GB,,Hong Kong (Dual Physical SIM),,,,,,https://www.noon.com/uae-en/iphone-14-pro-physical-dual-sim-512gb-space-black-5g-with-facetime/N53347560A/p/?gclid=CjwKCAjwyeujBhA5EiwA5WD7_bZrq56KBpzIr8FC6-q2-AbMfsIeGukN-F9bnbJrkPcWYdx_qeDcMRoC90kQAvD_BwE&o=bc8fb8d857e0f04c&utm_campaign=C1000148602N_ae_en_web_mobilesx25012022_noon_web_c1000087l_remarketing_plassc_&utm_medium=cpc&utm_source=c1000087L,,,,,,,,,
Apple iPhone 14 Pro,Space Black,,512GB,,USA (eSIM only),,,,,,https://www.noon.com/uae-en/iphone-14-pro-512gb-space-black-5g-with-facetime-usa-version-e-sim-only/N53346819A/p/?gclid=CjwKCAjwyeujBhA5EiwA5WD7_bZrq56KBpzIr8FC6-q2-AbMfsIeGukN-F9bnbJrkPcWYdx_qeDcMRoC90kQAvD_BwE&o=ba9f2d7add53479d&utm_campaign=C1000148602N_ae_en_web_mobilesx25012022_noon_web_c1000087l_remarketing_plassc_&utm_medium=cpc&utm_source=c1000087L,,,,,,,,,
